RefseqId,GeneId,Chrom,TxStart,TxEnd,Strand,TotalReads,Rpkm
NM_001204905,4930558K02Rik,chr1,161942088,161969148,-,0,0
NM_001204908,Zfp648,chr1,154201186,154205674,+,0,0
NM_001204910,AI607873,chr1,173723427,173741809,-,3,0.110276
NM_001204913,Gm20172,chr1,25276403,25277954,-,0,0
NM_001205011,Mptx2,chr1,173274460,173277756,-,0,0
NM_001205204,Astn1,chr1,158362303,158691786,+,0,0
NM_001205243,Fasl,chr1,161780691,161788495,-,0,0
NM_001205249,Gm9994,chr1,93918436,93941239,+,0,0
NM_001205313,Stat1,chr1,52119621,52161865,+,14,0.349061
NM_001205314,Stat1,chr1,52119437,52161865,+,0,0
NM_001205385,Actr3,chr1,125392904,125435727,-,278,13.936
NM_001205386,Actr3,chr1,125392904,125435727,-,278,13.9524
NM_001205391,Atg16l1,chr1,87756010,87792428,+,0,0
NM_001205392,Atg16l1,chr1,87756010,87792428,+,142,5.91231
NM_001206926,Olfr426,chr1,174099459,174100410,+,0,0
NM_001242580,Nit1,chr1,171342236,171345645,-,27,2.51589
NM_001243008,Col6a3,chr1,90766859,90843971,-,0,0
NM_001243009,Col6a3,chr1,90766859,90843971,-,0,0
NM_001243062,Nr1i3,chr1,171213969,171218845,+,0,0
NM_001243063,Nr1i3,chr1,171213969,171218845,+,0,0
NM_001243090,A630095N17Rik,chr1,75220094,75232093,-,0,0
NM_001243091,A630095N17Rik,chr1,75220094,75223654,-,0,0
NM_001243223,Rgsl1,chr1,153779386,153844141,-,0,0
NM_001243238,4930444P10Rik,chr1,16065978,16093041,-,7,1.24995
NM_001243792,Esrrg,chr1,187609005,188214884,+,0,0
NM_001244692,St18,chr1,6487230,6860940,+,0,0
NM_001244693,St18,chr1,6487230,6860940,+,0,0
NM_001252070,Dnah7a,chr1,53397001,53706784,-,0,0
NM_001252192,Eya1,chr1,14168957,14310199,-,0,0
NM_001252200,Map4k4,chr1,39900912,40026310,+,0,0
NM_001252201,Map4k4,chr1,39900912,40026310,+,235,5.39101
NM_001252202,Map4k4,chr1,39900912,40026310,+,143,3.30357
NM_001252218,Rpl31,chr1,39367850,39371910,+,21,2.14577
NM_001252219,Rpl31,chr1,39367850,39371910,+,0,0
NM_001252472,Cd84,chr1,171839696,171855097,+,3,0.109086
NM_001256158,4933402D24Rik,chr1,63754908,63769267,-,0,0
NM_001267620,Ankzf1,chr1,75192159,75195538,+,19,2.02042
NM_001267872,Zdbf2,chr1,63273268,63314575,+,0,0
NM_001268286,Ptprc,chr1,138062858,138175305,-,42,1.03869
NM_001270609,Ascl5,chr1,136050803,136051370,+,0,0
NM_001271016,Ube2w,chr1,16540787,16619338,-,0,0
NM_001271017,Ube2w,chr1,16568673,16619338,-,0,0
NM_001271526,Orc2,chr1,58462770,58505109,-,0,0
NM_001271531,Insig2,chr1,121304352,121327678,-,56,2.92165
NM_001271532,Insig2,chr1,121304352,121328024,-,0,0
NM_001271533,Spag16,chr1,69826969,69926250,+,0,0
NM_001271607,Cxcr7,chr1,90203979,90215722,+,0,0
NM_001271766,Gpr35,chr1,92975346,92986391,+,0,0
NM_001271884,Ano7,chr1,93373895,93404304,+,0,0
NM_001276408,Fn1,chr1,71585472,71653234,-,11,0.17276
NM_001276409,Fn1,chr1,71585472,71653234,-,0,0
NM_001276410,Fn1,chr1,71585472,71653234,-,32,0.51979
NM_001276411,Fn1,chr1,71585472,71653234,-,0,0
NM_001276412,Fn1,chr1,71585472,71653234,-,2,0.0328621
NM_001276413,Fn1,chr1,71585472,71653234,-,6,0.102125
NM_001276455,Slc19a2,chr1,164249045,164265385,+,0,0
NM_001276710,Agxt,chr1,93135239,93145421,+,0,0
NM_001276764,Dst,chr1,33908224,34308662,+,232,1.22381
NM_001276767,Zc3h11a,chr1,133619870,133661399,-,156,4.47018
NM_001277076,Fer1l5,chr1,36372290,36422110,+,0,0
NM_001277101,Cops5,chr1,10024599,10038159,-,0,0
NM_001277730,Tdrd5,chr1,156255295,156303606,-,0,0
NM_001277925,Ecel1,chr1,87147654,87156136,-,0,0
NM_001277926,Casp8,chr1,58802501,58847503,+,0,0
NM_001277928,Lamb3,chr1,193302242,193343878,+,176,5.61091
NM_001277957,Taf1a,chr1,183388884,183410206,+,0,0
NM_001277958,Taf1a,chr1,183388984,183410206,+,0,0
NM_001277959,Taf1a,chr1,183388984,183410206,+,40,2.16909
NM_001277968,Ly9,chr1,171588612,171607410,-,1,0.0590275
NM_001277992,Stk16,chr1,75210828,75215606,+,0,0
NM_001278075,Farsb,chr1,78417957,78488897,-,86,5.26573
NM_001278115,Ube2t,chr1,134962564,134974179,+,2,0.267847
NM_001278218,Disp1,chr1,183086263,183221529,-,2,0.0518133
NM_001278219,Disp1,chr1,183086263,183221529,-,42,1.09696
NM_001278220,Disp1,chr1,183086263,183147557,-,0,0
NM_007381,Acadl,chr1,66830838,66863309,-,227,14.9194
NM_007415,Parp1,chr1,180568974,180601254,+,200,6.69092
NM_007422,Adss,chr1,177763177,177796509,-,313,15.6967
NM_007432,Akp3,chr1,87125007,87127912,+,0,0
NM_007433,Alppl2,chr1,87086690,87089928,-,1,0.0606206
NM_007453,Prdx6,chr1,161240111,161251166,-,571,31.322
NM_007463,Speg,chr1,75375296,75432306,+,0,0
NM_007495,Astn1,chr1,158362303,158691786,+,0,0
NM_007498,Atf3,chr1,191170296,191183333,-,7,0.45355
NM_007525,Bard1,chr1,71027534,71102972,-,5,0.117502
NM_007561,Bmpr2,chr1,59764278,59878081,+,715,8.25669
NM_007570,Btg2,chr1,134074864,134079155,-,942,39.1193
NM_007576,C4bp,chr1,130635920,130661618,-,1,0.0679929
NM_007642,Cd28,chr1,60746387,60773359,+,0,0
NM_007649,Cd48,chr1,171682054,171705257,+,2,0.224222
NM_007685,Cfc1,chr1,34535647,34544311,+,0,0
NM_007695,Chi3l1,chr1,134182403,134190031,+,1,0.0758026
NM_007722,Cxcr7,chr1,90203979,90215722,+,0,0
NM_007733,Col19a1,chr1,24257682,24587437,-,0,0
NM_007734,Col4a3,chr1,82586920,82722059,+,0,0
NM_007735,Col4a4,chr1,82450722,82586849,-,7,0.114782
NM_007737,Col5a2,chr1,45374330,45503282,-,9,0.174191
NM_007740,Col9a1,chr1,24177609,24252738,+,0,0
NM_007758,Cr2,chr1,195136810,195176715,-,0,0
NM_007768,Crp,chr1,172698055,172699966,+,0,0
NM_007774,Cryga,chr1,65100388,65103363,-,0,0
NM_007775,Crygc,chr1,65071524,65073532,-,0,0
NM_007776,Crygd,chr1,65061837,65063440,-,0,0
NM_007777,Cryge,chr1,65048556,65051163,-,0,0
NM_007791,Csrp1,chr1,135729196,135752229,+,146,10.5607
NM_007799,Ctse,chr1,131638313,131675507,+,3,0.181175
NM_007827,Daf2,chr1,130388527,130422999,-,0,0
NM_007830,Dbi,chr1,120113279,120121096,-,18,3.92598
NM_007842,Dhx9,chr1,153455757,153487660,-,999,27.7266
NM_007853,Degs1,chr1,182275769,182282759,-,326,20.817
NM_007855,Twist2,chr1,91801476,91848027,+,0,0
NM_007921,Elf3,chr1,135253573,135258472,-,594,39.2011
NM_007923,Elk4,chr1,132007604,132025684,+,255,8.89344
NM_007936,Epha4,chr1,77367184,77515088,-,720,14.5673
NM_007955,Ptprv,chr1,135108497,135132575,-,1,0.0210577
NM_007976,F5,chr1,164151858,164220274,+,72,1.24469
NM_008030,Fmo3,chr1,162953799,162984491,-,0,0
NM_008057,Fzd7,chr1,59482146,59486955,+,3,0.0798694
NM_008059,G0s2,chr1,193272159,193273188,-,0,0
NM_008131,Glul,chr1,153899944,153909714,+,9469,435.774
NM_008132,Glrp1,chr1,88499870,88510066,-,0,0
NM_008209,Mr1,chr1,155127877,155146780,-,36,1.83703
NM_008210,H3f3a,chr1,180802567,180813603,-,333,39.6229
NM_008249,Tfb2m,chr1,179528055,179546267,-,18,0.941402
NM_008250,Hlx,chr1,184727144,184732493,-,2,0.119265
NM_008288,Hsd11b1,chr1,193221640,193264045,-,0,0
NM_008299,Dnajb3,chr1,88204731,88205748,-,13,1.63658
NM_008303,Hspe1,chr1,55088147,55091317,+,140,23.3389
NM_008311,Htr2b,chr1,86099036,86111970,-,1,0.0617909
NM_008327,Ifi202b,chr1,173962568,173982844,-,0,0
NM_008328,Ifi203,chr1,173920402,173942460,-,8,0.28341
NM_008329,Ifi204,chr1,173747293,173766919,-,1,0.0557868
NM_008342,Igfbp2,chr1,72824479,72852471,+,0,0
NM_008362,Il1r1,chr1,40225079,40316177,+,633,17.1014
NM_008365,Il18r1,chr1,40466005,40500854,+,192,5.91195
NM_008381,Inhbb,chr1,119415464,119422248,-,2,0.0601789
NM_008384,Inpp1,chr1,52789419,52817688,-,152,10.9699
NM_008429,Kcnj9,chr1,172321032,172329263,-,0,0
NM_008440,Kif1a,chr1,93015455,93101865,-,0,0
NM_008484,Lamb3,chr1,193301993,193343878,+,42,1.32609
NM_008485,Lamc2,chr1,153122755,153186447,-,1361,33.7432
NM_008510,Xcl1,chr1,164931647,164935510,-,0,0
NM_008515,Lrrfip1,chr1,91053443,91128944,+,6,0.269633
NM_008534,Ly9,chr1,171588612,171607410,-,0,0
NM_008551,Mapkapk2,chr1,131053703,131097543,-,477,23.7907
NM_008563,Mcm3,chr1,20803013,20820213,-,61,2.70612
NM_008567,Mcm6,chr1,128331590,128359656,-,96,4.2368
NM_008575,Mdm4,chr1,132989844,133025348,-,441,16.1781
NM_008623,Mpz,chr1,171150712,171161123,+,0,0
NM_008632,Map2,chr1,66175328,66442583,+,1,0.0235914
NM_008651,Mybl1,chr1,9668834,9700209,-,3,0.107891
NM_008667,Nab1,chr1,52455848,52500448,-,620,15.6012
NM_008678,Ncoa2,chr1,13139158,13374083,-,1440,22.4478
NM_008680,Enah,chr1,181904444,182019980,-,0,0
NM_008696,Map4k4,chr1,39900912,40026310,+,84,1.91363
NM_008719,Npas2,chr1,39194271,39363240,+,604,18.5001
NM_008763,Olfr16,chr1,172956767,172957817,+,0,0
NM_008765,Orc2,chr1,58462770,58505109,-,151,5.42899
NM_008781,Pax3,chr1,78101266,78197136,-,0,0
NM_008783,Pbx1,chr1,168119363,168432258,-,103,3.33177
NM_008795,Cdk18,chr1,132113546,132139685,-,38,1.59723
NM_008798,Pdcd1,chr1,94038304,94052553,-,2,0.132674
NM_008801,Pde6d,chr1,86543014,86582501,-,39,4.57252
NM_008825,Pfkfb2,chr1,130692254,130715821,-,257,4.50245
NM_008866,Lypla1,chr1,4807892,4846735,+,211,11.1034
NM_008869,Pla2g4a,chr1,149829621,149961284,-,2563,115.3
NM_008882,Plxna2,chr1,194619828,194816868,+,119,1.38067
NM_008900,Pou3f3,chr1,42697145,42700209,+,0,0
NM_008911,Ppox,chr1,171276991,171281186,-,87,6.11679
NM_008922,Prim2,chr1,33453810,33669758,-,23,1.52024
NM_008937,Prox1,chr1,190121776,190170680,-,0,0
NM_008972,Ptma,chr1,86526735,86530698,+,902,96.8823
NM_008976,Ptpn14,chr1,189728267,189876693,+,714,8.50837
NM_008985,Ptprn,chr1,75247040,75264208,-,0,0
NM_008998,Rab17,chr1,90958132,90969620,-,29,2.07424
NM_008999,Rab23,chr1,33719895,33742564,+,9,0.266669
NM_009049,Resp18,chr1,75272201,75278380,-,0,0
NM_009061,Rgs2,chr1,143999337,144004149,-,19,0.808436
NM_009062,Rgs4,chr1,169741476,169747642,-,0,0
NM_009063,Rgs5,chr1,169655500,169693526,+,0,0
NM_009084,Rpl37a,chr1,72711259,72713813,+,348,75.7732
NM_009107,Rxrg,chr1,167598361,167639623,+,0,0
NM_009118,Sag,chr1,87803679,87845157,+,6,0.447139
NM_009126,Serpinb3a,chr1,107045586,107052303,-,0,0
NM_009129,Scg2,chr1,79434668,79440090,-,0,0
NM_009183,St8sia4,chr1,95587681,95667594,-,1,0.0236524
NM_009190,Vps4b,chr1,106770787,106796725,-,574,22.4601
NM_009208,Slc4a3,chr1,75546265,75559431,+,4,0.115317
NM_009227,Snrpe,chr1,133603870,133610280,-,113,29.4054
NM_009230,Soat1,chr1,156428107,156474328,-,1073,28.7099
NM_009255,Serpine2,chr1,79794320,79858665,-,204,12.7096
NM_009257,Serpinb5,chr1,106861179,106883348,+,16,0.798632
NM_009283,Stat1,chr1,52119437,52161865,+,574,14.2201
NM_009307,Syt2,chr1,134646680,134749417,+,0,0
NM_009334,Tfap2b,chr1,19208913,19238734,+,0,0
NM_009352,Terf1,chr1,15805657,15843429,+,211,16.5428
NM_009355,Prss39,chr1,34498429,34503062,+,0,0
NM_009356,Prss40,chr1,34552330,34560943,-,0,0
NM_009367,Tgfb2,chr1,186623185,186705992,-,3,0.0812893
NM_009399,Tnfrsf11a,chr1,105780722,105847981,+,211,5.37923
NM_009407,Tnp1,chr1,73015074,73015899,-,0,0
NM_009418,Tpp2,chr1,43934006,44002971,+,532,14.651
NM_009447,Tuba4a,chr1,75214973,75219253,-,279,17.3992
NM_009452,Tnfsf4,chr1,161395437,161418206,+,0,0
NM_009460,Sumo1,chr1,59639433,59670834,-,225,23.7094
NM_009480,Usf1,chr1,171411680,171418742,+,245,17.2254
NM_009509,Vil1,chr1,74409383,74435560,+,9,0.369675
NM_009518,Wnt10a,chr1,74792018,74804175,+,0,0
NM_009526,Wnt6,chr1,74771891,74785319,+,0,0
NM_009533,Xrcc5,chr1,72307420,72394953,+,59,2.95532
NM_009539,Zap70,chr1,36761860,36782816,+,1,0.0587297
NM_009579,Slc30a1,chr1,191906780,191913247,+,421,10.3061
NM_009581,Zp3r,chr1,130576705,130629606,-,0,0
NM_009595,Abl2,chr1,156558786,156649619,+,129,1.54153
NM_009604,Chrng,chr1,87205810,87211835,+,0,0
NM_009676,Aox1,chr1,58029968,58106410,+,1,0.0292174
NM_009721,Atp1b1,chr1,164437098,164458355,-,5375,265.701
NM_009741,Bcl2,chr1,106538178,106714290,-,17,0.302043
NM_009782,Cacna1e,chr1,154392518,154725920,-,0,0
NM_009786,Cacybp,chr1,160202366,160212892,-,145,8.77752
NM_009791,Aspm,chr1,139454772,139494088,+,20,0.259539
NM_009794,Capn2,chr1,182467258,182517483,-,922,37.0626
NM_009803,Nr1i3,chr1,171213969,171218845,+,0,0
NM_009805,Cflar,chr1,58713285,58733227,+,0,0
NM_009812,Casp8,chr1,58795373,58847503,+,284,14.066
NM_009813,Casq1,chr1,172209893,172219895,-,20,1.36639
NM_009826,Rb1cc1,chr1,6214661,6276104,+,610,11.0841
NM_009843,Ctla4,chr1,60909024,60915830,+,0,0
NM_009872,Cdk5r2,chr1,74855028,74857732,+,0,0
NM_009888,Cfh,chr1,140085854,140183411,-,129,3.78372
NM_009909,Cxcr2,chr1,74153993,74161246,+,0,0
NM_009911,Cxcr4,chr1,128588198,128592299,-,23,1.62332
NM_009918,Cnga3,chr1,37219260,37263384,+,0,0
NM_009930,Col3a1,chr1,45311537,45349706,+,6,0.138063
NM_009938,Copa,chr1,172082528,172122332,+,1413,39.0813
NM_009942,Cox5b,chr1,36691486,36693388,+,301,67.728
NM_009952,Creb1,chr1,64532803,64604548,+,73,1.10987
NM_010016,Cd55,chr1,130439029,130462740,-,703,35.6317
NM_010043,Des,chr1,75360343,75367715,+,0,0
NM_010045,Darc,chr1,173331885,173333503,-,0,0
NM_010081,Dst,chr1,34160329,34183903,+,95,1.38419
NM_010094,Lefty1,chr1,180935038,180938401,+,0,0
NM_010098,Opn3,chr1,175662427,175692590,-,1,0.0744364
NM_010133,En1,chr1,120602486,120607991,+,0,0
NM_010135,Enah,chr1,181904444,182019980,-,0,0
NM_010145,Ephx1,chr1,180989555,181017495,-,138,10.6116
NM_010154,Erbb4,chr1,68039965,69108059,-,2,0.0601507
NM_010164,Eya1,chr1,14168957,14310199,-,0,0
NM_010177,Fasl,chr1,161780691,161788495,-,0,0
NM_010184,Fcer1a,chr1,173221270,173227229,-,0,0
NM_010185,Fcer1g,chr1,171229571,171234349,-,5,0.972877
NM_010187,Fcgr2b,chr1,170960558,170976071,-,6,0.54675
NM_010188,Fcgr3,chr1,171051168,171059403,-,6,0.567763
NM_010209,Fh1,chr1,175601377,175625635,-,123,9.64937
NM_010212,Fhl2,chr1,43123073,43163961,-,1,0.0819134
NM_010231,Fmo1,chr1,162829560,162866548,-,1,0.0550433
NM_010233,Fn1,chr1,71585472,71653234,-,0,0
NM_010262,Gbx2,chr1,89927961,89931176,-,0,0
NM_010267,Gdap1,chr1,17145372,17164270,+,0,0
NM_010341,Nmur1,chr1,86386324,86388141,-,0,0
NM_010342,Npbwr1,chr1,5913706,5917398,-,0,0
NM_010356,Gsta3,chr1,21240588,21265559,+,6,0.566925
NM_010472,Agfg1,chr1,82839482,82896275,+,178,7.26473
NM_010476,Hsd17b7,chr1,169949536,169969205,-,19,0.531828
NM_010477,Hspd1,chr1,55077833,55087932,-,478,26.243
NM_010483,Htr5b,chr1,121509772,121528465,-,0,0
NM_010497,Idh1,chr1,65158615,65179142,-,24,1.35782
NM_010500,Ier5,chr1,155096366,155099636,-,6,0.234919
NM_010518,Igfbp5,chr1,72858064,72874865,-,3,0.0656119
NM_010544,Ihh,chr1,74945317,74951651,-,316,16.5539
NM_010548,Il10,chr1,131019844,131024970,+,0,0
NM_010552,Il17a,chr1,20730904,20734496,+,1,0.109334
NM_010553,Il18rap,chr1,40515361,40549297,+,0,0
NM_010555,Il1r2,chr1,40084767,40125226,+,0,0
NM_010564,Inha,chr1,75507076,75510354,+,0,0
NM_010566,Inpp5d,chr1,87620311,87720508,+,0,0
NM_010570,Irs1,chr1,82233104,82291439,-,799,11.1641
NM_010584,Itln1,chr1,171518123,171535294,-,2,0.224812
NM_010600,Kcnh1,chr1,192190871,192510158,+,0,0
NM_010607,Kcnk2,chr1,189207929,189343704,-,0,0
NM_010629,Kifap3,chr1,163779678,163917100,+,140,4.58774
NM_010633,Uhmk1,chr1,170199255,170215393,-,321,20.3053
NM_010678,Aff3,chr1,38177326,38664955,-,1,0.0213029
NM_010683,Lamc1,chr1,153218921,153332786,-,1750,29.3957
NM_010709,Eif2d,chr1,131153206,131172234,+,8,0.482679
NM_010712,Lhx4,chr1,155701693,155742027,-,0,0
NM_010714,Lhx9,chr1,138825185,138847579,-,0,0
NM_010732,Lrrn2,chr1,132880354,132940005,+,0,0
NM_010743,Il1rl1,chr1,40439648,40448362,+,0,0
NM_010766,Marco,chr1,120474537,120505084,-,0,0
NM_010778,Cd46,chr1,195041899,195092248,-,15,1.58323
NM_010827,Msc,chr1,14753345,14755966,-,0,0
NM_010834,Mstn,chr1,53061662,53068079,+,0,0
NM_010863,Myo1b,chr1,51749765,51915974,-,476,12.3017
NM_010865,Myoc,chr1,162639149,162649694,+,0,0
NM_010877,Ncf2,chr1,152807889,152836990,+,28,1.38092
NM_010879,Nck2,chr1,43445750,43570518,+,550,25.3754
NM_010880,Ncl,chr1,86344718,86359455,-,708,10.978
NM_010891,Sept2,chr1,93478992,93509732,+,106,4.21206
NM_010892,Nek2,chr1,191821472,191833049,+,13,0.520613
NM_010916,Nhlh1,chr1,172052291,172057596,-,0,0
NM_010933,Nppc,chr1,86666292,86670573,-,0,0
NM_010939,Nrp2,chr1,62703316,62818692,+,0,0
NM_011011,Oprk1,chr1,5588492,5606133,+,0,0
NM_011063,Pea15a,chr1,172196728,172206781,-,581,30.0306
NM_011066,Per2,chr1,91415981,91459328,-,179,3.92624
NM_011070,Pfdn2,chr1,171345698,171358170,+,57,11.7327
NM_011082,Pigr,chr1,130826683,130852249,+,549,18.2616
NM_011086,Pikfyve,chr1,65186684,65278696,+,392,4.45918
NM_011111,Serpinb2,chr1,107511509,107525600,+,1,0.0643047
NM_011127,Prrx1,chr1,163245118,163313650,-,0,0
NM_011137,Pou2f1,chr1,165865153,166002634,-,0,0
NM_011183,Psen2,chr1,180227003,180245950,-,34,2.17001
NM_011198,Ptgs2,chr1,150100123,150108012,+,39,1.20463
NM_011200,Ptp4a1,chr1,30940302,30949755,-,59,1.82945
NM_011206,Ptpn18,chr1,34459745,34473779,+,73,5.94166
NM_011210,Ptprc,chr1,138062858,138175305,-,0,0
NM_011267,Rgs16,chr1,153740352,153745468,+,121,6.63457
NM_011273,Xpr1,chr1,155275656,155417444,-,501,8.38366
NM_011277,Rnf2,chr1,151469405,151500823,-,199,8.41417
NM_011283,Rp1,chr1,4343506,4360314,-,9,0.153473
NM_011291,Rpl7,chr1,16101295,16104433,-,4992,685.026
NM_011318,Apcs,chr1,172893960,172895054,-,0,0
NM_011345,Sele,chr1,164048233,164057677,+,0,0
NM_011346,Sell,chr1,164062075,164080785,+,0,0
NM_011347,Selp,chr1,164115263,164150026,+,0,0
NM_011439,Sox13,chr1,133382299,133424212,-,528,19.1448
NM_011441,Sox17,chr1,4490927,4496413,-,4017,164.313
NM_011459,Serpinb8,chr1,107590005,107608978,+,55,2.28998
NM_011465,Spta1,chr1,174172775,174248449,+,0,0
NM_011487,Stat4,chr1,52008243,52107184,+,1,0.0429489
NM_011494,Stk16,chr1,75210828,75215606,+,152,6.74546
NM_011541,Tcea1,chr1,4857693,4897909,+,0,0
NM_011590,Timm17a,chr1,135301534,135313737,-,130,18.1505
NM_011615,Dedd,chr1,171329144,171342501,+,160,7.587
NM_011619,Tnnt2,chr1,135836333,135852268,+,0,0
NM_011633,Traf5,chr1,191997202,192092599,-,59,3.58
NM_011650,Tsn,chr1,118298517,118311132,-,315,13.2707
NM_011729,Ercc5,chr1,44147743,44181260,+,292,9.32293
NM_011737,Map3k19,chr1,127815270,127840290,-,0,0
NM_011770,Ikzf2,chr1,69531209,69685960,-,814,11.0622
NM_011780,Adam23,chr1,63445903,63596515,+,0,0
NM_011785,Akt3,chr1,177022114,177248767,-,6,0.162235
NM_011794,Bpnt1,chr1,185332158,185357769,+,199,11.6765
NM_011796,Capn10,chr1,92934407,92947948,+,169,7.52074
NM_011800,Cdh20,chr1,104768818,104995481,+,0,0
NM_011804,Creg1,chr1,165763779,165775304,+,86,5.18148
NM_011811,Farsb,chr1,78424744,78488897,-,2,0.112604
NM_011825,Grem2,chr1,174833784,174921819,-,0,0
NM_011880,Rgs7,chr1,175059075,175492545,-,0,0
NM_011882,Rnasel,chr1,153749425,153764221,+,280,7.53438
NM_011924,Avpr1b,chr1,131599113,131612000,+,0,0
NM_011931,Rfwd2,chr1,159232325,159347580,+,157,3.97564
NM_011935,Esrrg,chr1,187997826,188214884,+,0,0
NM_011940,Ifi202b,chr1,173962568,173982844,-,3,0.214218
NM_012009,Sh2d1b1,chr1,170277323,170285662,+,0,0
NM_012012,Exo1,chr1,175880777,175911396,+,2,0.0465059
NM_012049,Nit1,chr1,171342236,171345645,-,139,13.261
NM_012058,Srp9,chr1,182124736,182132415,+,106,9.77756
NM_013474,Apoa2,chr1,171225053,171226379,+,0,0
NM_013489,Cd84,chr1,171839696,171890718,+,6,0.23342
NM_013499,Cr1l,chr1,195103787,195131570,-,209,16.1001
NM_013612,Slc11a1,chr1,74375202,74386051,+,2,0.111138
NM_013626,Pam,chr1,97821093,98095632,-,608,18.9721
NM_013673,Sp100,chr1,85650049,85709448,+,121,7.17873
NM_013701,Ugt1a2,chr1,88200610,88220002,+,15,0.599021
NM_013715,Cops5,chr1,10024599,10038159,-,97,7.17445
NM_013729,Mixl1,chr1,180693047,180697034,-,0,0
NM_013730,Slamf1,chr1,171767131,171801184,+,0,0
NM_013734,Atp1a4,chr1,172223507,172258424,-,0,0
NM_013750,Phlda3,chr1,135766084,135769134,+,12,1.04729
NM_013784,Pign,chr1,105518421,105663676,-,400,7.55678
NM_013835,Trove2,chr1,143750790,143777051,-,213,3.12735
NM_013862,Rabgap1l,chr1,160256571,160792938,-,112,4.25124
NM_013915,Zbtb18,chr1,177445820,177450764,+,278,7.19914
NM_013919,Usp21,chr1,171281952,171287961,-,143,8.39449
NM_014193,Cacna1s,chr1,136052900,136119822,+,0,0
NM_015750,Neu2,chr1,87594549,87597840,+,3,0.242635
NM_015780,Cfhr1,chr1,139547063,139560222,-,0,0
NM_015811,Rgs1,chr1,144244668,144249104,-,0,0
NM_015818,Hs6st1,chr1,36068399,36106446,+,456,15.6983
NM_016696,Gpc1,chr1,92831685,92860196,+,35,1.26156
NM_016702,Agxt,chr1,93135239,93145421,+,0,0
NM_016716,Cul3,chr1,80266817,80340430,-,659,30.5254
NM_016717,Scly,chr1,91298337,91321080,+,39,2.26244
NM_016749,Mybph,chr1,134193447,134201232,+,0,0
NM_016778,Bok,chr1,93685693,93695762,+,1,0.0894069
NM_016796,Vamp4,chr1,162570827,162599078,+,47,2.37656
NM_016805,Hnrnpu,chr1,178328299,178337784,-,2120,73.9578
NM_016846,Rgl1,chr1,152517529,152625111,-,6,0.197629
NM_016851,Irf6,chr1,193153111,193172035,+,6618,205.458
NM_016878,Dnpep,chr1,75308564,75317017,-,242,18.8578
NM_016894,Ramp1,chr1,91179821,91225196,+,0,0
NM_016917,Slc40a1,chr1,45908069,45925594,-,103,3.90153
NM_016923,Ly96,chr1,16688455,16709605,+,9,1.91091
NM_016928,Tlr5,chr1,182954787,182976044,+,2,0.0800442
NM_016960,Ccl20,chr1,83116765,83119167,+,0,0
NM_017480,Icos,chr1,60977913,61000321,+,0,0
NM_018729,Cd244,chr1,171559192,171585316,+,3,0.102206
NM_018750,Rassf5,chr1,131176409,131245178,-,3,0.112802
NM_018775,Tbc1d8,chr1,39371495,39478747,-,228,6.57603
NM_018796,Eef1b2,chr1,63176830,63180486,+,977,64.7108
NM_018817,Smarcal1,chr1,72583250,72636790,+,236,4.49966
NM_018868,Nop58,chr1,59685005,59711510,+,166,10.7556
NM_018872,Tmem131,chr1,36792188,36939527,-,1228,24.0106
NM_018881,Fmo2,chr1,162875046,162898712,-,32,1.22811
NM_019432,Tmem37,chr1,120067376,120073780,-,1,0.125891
NM_019445,Fmn2,chr1,174501824,174822729,+,0,0
NM_019479,Hes6,chr1,91411482,91413222,-,158,15.1527
NM_019484,Alyref2,chr1,171503477,171504750,+,13,1.30746
NM_019562,Uchl5,chr1,143777277,143807466,+,64,4.42678
NM_019570,Rev1,chr1,38052785,38129662,-,101,3.03404
NM_019645,Pkp1,chr1,135871394,135919024,-,1,0.02854
NM_019759,Dpt,chr1,164796731,164824266,+,0,0
NM_019777,Ikbke,chr1,131254601,131279563,-,209,8.35417
NM_019790,Tmeff2,chr1,50927522,51187270,+,0,0
NM_019867,Ngef,chr1,87476828,87510362,-,5,0.232698
NM_019933,Ptpn4,chr1,119658092,119837071,-,164,4.46176
NM_019993,Aldh9a1,chr1,167349990,167368530,+,16,0.723082
NM_019999,Pnkd,chr1,74332609,74353692,+,142,6.34567
NM_020025,B3galt2,chr1,143640696,143649937,+,0,0
NM_020266,Dnajb2,chr1,75236422,75245692,+,0,0
NM_020579,B4galt3,chr1,171270327,171276895,+,271,17.3655
NM_020588,Tmem183a,chr1,134346096,134361999,-,350,14.1403
NM_020604,Jph1,chr1,16994939,17097889,-,27,0.719124
NM_021285,Myl1,chr1,66924295,66945056,-,0,0
NM_021295,Lancl1,chr1,67000516,67038872,-,17,0.50889
NM_021306,Ecel1,chr1,87147654,87156356,-,0,0
NM_021312,Wdr12,chr1,60076867,60097907,-,8,0.349811
NM_021313,Rnf25,chr1,74593751,74601397,-,92,7.98564
NM_021342,Kcne4,chr1,78816948,78820025,+,0,0
NM_021350,Chml,chr1,175682237,175688353,-,11,0.230271
NM_021355,Fmod,chr1,134037514,134048277,+,0,0
NM_021374,Rgs20,chr1,4909575,5019426,-,0,0
NM_021380,Il20,chr1,130907191,130911296,-,0,0
NM_021383,Rqcd1,chr1,74506059,74530842,+,182,7.13459
NM_021400,Prg4,chr1,150449411,150466165,-,0,0
NM_021408,Ush2a,chr1,188262837,188965039,+,0,0
NM_021421,Angel2,chr1,190928504,190946491,+,18,0.713484
