bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
12	NM_010799	chr19	+	32485768	32515370	32485940	32514369	5	32485768,32491337,32493870,32498383,32513972,	32486559,32491535,32493968,32498517,32515370,	0	Minpp1	cmpl	cmpl	0,1,1,0,2,
1	NM_001360679	chr19	+	41933444	41944103	41938820	41943696	11	41933444,41934737,41937602,41938022,41938363,41938719,41939599,41940649,41941515,41941935,41943581,	41933665,41934883,41937850,41938217,41938452,41938836,41939733,41940735,41941639,41942006,41944103,	0	Zdhhc16	cmpl	cmpl	-1,-1,-1,-1,-1,0,1,0,2,0,2,
1	NM_001360676	chr19	+	41933444	41944103	41937607	41943696	12	41933444,41934737,41937602,41938022,41938363,41938807,41939599,41939856,41940649,41941515,41941935,41943581,	41933665,41934883,41937850,41938217,41938452,41938836,41939733,41939904,41940735,41941639,41942006,41944103,	0	Zdhhc16	cmpl	cmpl	-1,-1,0,0,0,2,1,0,0,2,0,2,
904	NM_177603	chr19	-	41845975	41848132	41847215	41847911	1	41845975,	41848132,	0	Frat2	cmpl	cmpl	0,
16	NM_026437	chr19	+	60811554	60836235	60811618	60835002	9	60811554,60814611,60817530,60821206,60822294,60825830,60830786,60832583,60834825,	60811673,60814808,60817610,60821355,60822406,60825931,60830894,60832678,60836235,	0	Dennd10	cmpl	cmpl	0,1,0,2,1,2,1,1,0,
670	NM_007641	chr19	-	11249678	11266149	11251664	11258821	7	11249678,11253178,11254454,11256572,11258132,11258683,11266047,	11251883,11253280,11254691,11256632,11258252,11258836,11266149,	0	Ms4a1	cmpl	cmpl	0,0,0,0,0,0,-1,
628	NM_001381901	chr19	-	5707381	5726279	5708325	5726020	19	5707381,5708555,5708757,5710210,5710573,5710792,5710968,5715795,5716895,5717038,5719773,5720563,5720808,5721441,5721666,5721956,5722645,5722949,5725916,	5708425,5708670,5708831,5710310,5710697,5710848,5711038,5716494,5716944,5717196,5720407,5720726,5720877,5721584,5721845,5722010,5722741,5723007,5726279,	0	Ehbp1l1	cmpl	cmpl	2,1,2,1,0,1,0,0,2,0,2,1,1,2,0,0,0,2,0,
683	NM_146371	chr19	+	12953590	12954568	12953590	12954568	1	12953590,	12954568,	0	Olfr1450	cmpl	cmpl	0,
610	NM_013495	chr19	+	3323300	3385733	3349201	3383841	19	3323300,3349188,3352484,3356316,3358175,3362084,3364477,3365674,3366329,3368854,3370706,3371571,3375092,3376410,3378367,3380016,3381609,3381931,3383754,	3323374,3349342,3352624,3356488,3358277,3362222,3364555,3365782,3366417,3369050,3370895,3371677,3375209,3376575,3378502,3380169,3381723,3382024,3385733,	0	Cpt1a	cmpl	cmpl	-1,0,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,
751	NM_001033759	chr19	+	21778339	21858360	21792649	21856351	24	21778339,21792637,21797326,21797866,21801861,21807358,21809268,21811766,21812210,21812550,21815430,21817922,21823787,21825089,21826039,21829799,21832026,21835417,21842040,21844619,21847936,21852224,21855658,21856154,	21778786,21792980,21797467,21798428,21802031,21807547,21809438,21811976,21812416,21812620,21815559,21818011,21823919,21825125,21826195,21829977,21832242,21835626,21842223,21844839,21848035,21852379,21855762,21858360,	0	Cemip2	cmpl	cmpl	-1,0,1,1,2,1,1,0,0,2,0,0,2,2,2,2,0,0,2,2,0,0,2,1,
940	NM_053196	chr19	+	46573364	46596900	46582502	46594771	12	46573364,46582483,46582806,46585704,46587934,46588223,46590140,46590483,46591120,46591492,46592299,46594671,	46573459,46582663,46582977,46585803,46588010,46588309,46590201,46590550,46591170,46591542,46592347,46596900,	0	Sfxn2	cmpl	cmpl	-1,0,2,2,2,0,2,0,1,0,2,2,
631	NM_001111317	chr19	+	6080037	6080785	6080142	6080704	3	6080037,6080421,6080627,	6080316,6080521,6080785,	0	Tmem262	cmpl	cmpl	0,0,1,
652	NM_001360628	chr19	+	8850767	8853909	8851659	8852379	2	8850767,8851654,	8851031,8853909,	0	Lrrn4cl	cmpl	cmpl	-1,0,
626	NM_010235	chr19	+	5447697	5455938	5447950	5455308	4	5447697,5450159,5454412,5454891,	5448055,5450351,5454520,5455938,	0	Fosl1	cmpl	cmpl	0,0,0,0,
617	NR_105951	chr19	-	4263817	4263878	4263878	4263878	1	4263817,	4263878,	0	Mir6985	unk	unk	-1,
626	NM_001256515	chr19	+	5425143	5427316	5425168	5426342	2	5425143,5425936,	5425308,5427316,	0	AI837181	cmpl	cmpl	0,2,
991	NR_036590	chr19	-	53248735	53255205	53255205	53255205	3	53248735,53249385,53255081,	53248953,53249531,53255205,	0	1700001K23Rik	unk	unk	-1,-1,-1,
643	NM_144785	chr19	-	7673075	7711310	7673285	7711193	10	7673075,7674242,7681854,7682758,7683737,7691062,7692657,7693685,7709632,7710791,	7673343,7674446,7681963,7682973,7683853,7691186,7692826,7693840,7709736,7711310,	0	Slc22a19	cmpl	cmpl	2,2,1,2,0,2,1,2,0,0,
844	NM_001205349	chr19	+	34008253	34047903	34018689	34047015	10	34008253,34018678,34020207,34021541,34022406,34032227,34039054,34040376,34043048,34046775,	34008382,34018791,34020340,34021740,34022516,34032364,34039201,34040448,34043120,34047903,	0	Lipk	cmpl	cmpl	-1,0,0,1,2,1,0,0,0,0,
740	NR_045817	chr19	+	20405287	20422785	20422785	20422785	3	20405287,20421075,20422258,	20405350,20421263,20422785,	0	1500015L24Rik	unk	unk	-1,-1,-1,
629	NM_026169	chr19	-	5850973	5875208	5852620	5874794	11	5850973,5856584,5862250,5863223,5865068,5869436,5869735,5870010,5873168,5874709,5875090,	5852742,5856789,5862394,5863347,5865293,5869603,5869794,5870112,5873336,5874794,5875208,	0	Frmd8	cmpl	cmpl	1,0,0,2,2,0,1,1,1,0,-1,
623	NM_001302333	chr19	-	5092867	5098521	5093469	5094720	6	5092867,5093671,5093919,5094283,5094705,5098182,	5093497,5093815,5094032,5094331,5094800,5098521,	0	Cnih2	cmpl	cmpl	2,2,0,0,0,-1,
906	NM_001164531	chr19	+	42170566	42194592	42171546	42190447	12	42170566,42171545,42177388,42179288,42181501,42182658,42183427,42184117,42185804,42189196,42189521,42190382,	42170668,42171743,42177459,42179490,42181597,42182771,42183564,42184189,42185949,42189243,42189603,42194592,	0	Zfyve27	cmpl	cmpl	-1,0,2,1,2,2,1,0,0,1,0,1,
81	NM_001177798	chr19	-	8774353	8786417	8774528	8785129	12	8774353,8775389,8778086,8778512,8782000,8782355,8782543,8783303,8783834,8785121,8785632,8786267,	8775290,8775518,8778219,8778733,8782095,8782406,8782694,8783390,8783994,8785178,8785827,8786417,	0	Taf6l	cmpl	cmpl	0,0,2,0,1,1,0,0,2,0,-1,-1,
1019	NM_001177797	chr19	-	56912353	57008575	56913381	57008166	19	56912353,56914124,56914369,56915671,56916061,56916323,56917125,56917981,56920376,56922934,56923532,56925066,56928248,56930055,56937234,56943444,56944704,56950137,57008150,	56913408,56914253,56914563,56915827,56916242,56916572,56917237,56918127,56920588,56923039,56923617,56925156,56928428,56930261,56937325,56943539,56944779,56950266,57008575,	0	Afap1l2	cmpl	cmpl	0,0,1,1,0,0,2,0,1,1,0,0,0,1,0,1,1,1,0,
1019	NM_001177796	chr19	-	56912353	57008575	56913381	57008166	20	56912353,56914124,56914369,56915671,56916061,56916323,56917125,56917981,56920376,56922934,56923532,56925066,56928248,56930055,56937234,56943444,56944704,56950137,57002249,57008150,	56913408,56914253,56914563,56915827,56916242,56916572,56917237,56918127,56920588,56923039,56923617,56925156,56928428,56930261,56937325,56943539,56944779,56950266,57002303,57008575,	0	Afap1l2	cmpl	cmpl	0,0,1,1,0,0,2,0,1,1,0,0,0,1,0,1,1,1,1,0,
616	NM_001160252	chr19	+	4083518	4087339	4083559	4087136	6	4083518,4084877,4085558,4086217,4086447,4087110,	4083616,4084908,4085693,4086327,4086595,4087339,	0	Cabp2	cmpl	cmpl	0,0,1,1,0,1,
614	NM_001271444	chr19	-	3908862	3912774	3908942	3911746	7	3908862,3909152,3910897,3911160,3911565,3911688,3912469,	3909074,3909281,3911070,3911256,3911616,3911746,3912774,	0	Ndufs8	cmpl	cmpl	0,0,1,1,1,0,-1,
673	NM_001276329	chr19	-	11615520	11623719	11617472	11623621	6	11615520,11618853,11619616,11622162,11622682,11623559,	11617571,11618898,11619673,11622177,11622782,11623719,	0	Ms4a2	cmpl	cmpl	0,0,0,0,2,0,
637	NR_105956	chr19	-	6914195	6914286	6914286	6914286	1	6914195,	6914286,	0	Mir6990	unk	unk	-1,
1051	NR_131954	chr19	-	61114981	61140840	61140840	61140840	5	61114981,61118226,61127006,61127437,61140704,	61117288,61118350,61127067,61127564,61140840,	0	Zfp950	unk	unk	-1,-1,-1,-1,-1,
1051	NR_131955	chr19	-	61114981	61140840	61140840	61140840	5	61114981,61118226,61127006,61127437,61140704,	61117288,61118347,61127067,61127564,61140840,	0	Zfp950	unk	unk	-1,-1,-1,-1,-1,
1051	NR_131956	chr19	-	61114981	61140840	61140840	61140840	6	61114981,61117624,61118226,61127006,61127437,61140704,	61117288,61117727,61118350,61127067,61127564,61140840,	0	Zfp950	unk	unk	-1,-1,-1,-1,-1,-1,
866	NM_028263	chr19	-	36917549	36919599	36918463	36919216	2	36917549,36919571,	36919277,36919599,	0	Fgfbp3	cmpl	cmpl	0,-1,
860	NM_013468	chr19	-	36111964	36119844	36112706	36119781	9	36111964,36114976,36115198,36115472,36116770,36117833,36118225,36119218,36119754,	36112817,36115075,36115297,36115571,36116869,36117941,36118363,36119398,36119844,	0	Ankrd1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,
742	NM_013467	chr19	+	20601967	20643463	20602011	20642966	13	20601967,20610912,20617879,20619968,20621668,20623324,20624711,20629053,20630665,20634348,20636667,20640063,20642893,	20602077,20611017,20618020,20620098,20621730,20623453,20624825,20629156,20630850,20634513,20636825,20640138,20643463,	0	Aldh1a1	cmpl	cmpl	0,0,0,0,1,0,0,0,1,0,0,2,2,
622	NM_133803	chr19	-	4907228	4928287	4907621	4927054	18	4907228,4909845,4913772,4914579,4914809,4915018,4916278,4916697,4916891,4917871,4918019,4918244,4921140,4922321,4923066,4923683,4926784,4928219,	4907797,4910008,4913952,4914700,4914934,4915081,4916371,4916810,4917086,4917930,4918150,4918375,4921234,4922396,4923204,4923773,4927059,4928287,	0	Dpp3	cmpl	cmpl	1,0,0,2,0,0,0,1,1,2,0,1,0,0,0,0,0,-1,
626	NR_033224	chr19	+	5388335	5390069	5390069	5390069	1	5388335,	5390069,	0	D330050I16Rik	unk	unk	-1,
1021	NR_045319	chr19	+	57273959	57277052	57277052	57277052	3	57273959,57276396,57276892,	57274069,57276517,57277052,	0	4930449E18Rik	unk	unk	-1,-1,-1,
86	NM_001302947	chr19	-	14448071	14598183	14449733	14597412	20	14448071,14451642,14452063,14452419,14453578,14454740,14464308,14464743,14465285,14466548,14467179,14468151,14516358,14517771,14544787,14564388,14594383,14595589,14596756,14597367,	14449841,14451719,14452214,14452567,14453826,14454990,14464385,14464937,14465418,14466701,14467233,14468271,14516375,14517976,14544862,14564451,14594428,14595653,14596854,14598183,	0	Tle4	cmpl	cmpl	0,1,0,2,0,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,
81	NR_104460	chr19	+	8989283	9076926	9076926	9076926	7	8989283,8999661,9000099,9000675,9037158,9067452,9076575,	8989429,8999772,9000256,9000863,9037258,9067601,9076926,	0	Ahnak	unk	unk	-1,-1,-1,-1,-1,-1,-1,
938	NM_001164295	chr19	-	46329811	46338660	46330687	46332691	9	46329811,46330919,46331051,46331289,46331545,46331756,46331912,46332617,46338568,	46330834,46330980,46331113,46331466,46331619,46331818,46332056,46332698,46338660,	0	Cuedc2	cmpl	cmpl	0,2,0,0,1,2,2,0,-1,
983	NM_008386	chr19	+	52264296	52265009	52264623	52264950	2	52264296,52264609,	52264491,52265009,	0	Ins1	cmpl	cmpl	-1,0,
651	NM_008577	chr19	-	8706881	8713897	8707722	8713747	9	8706881,8708193,8709004,8709229,8709549,8709714,8711833,8712729,8713341,	8708094,8708277,8709145,8709410,8709608,8709783,8711928,8712903,8713897,	0	Slc3a2	cmpl	cmpl	0,0,0,2,0,0,1,1,0,
82	NM_001033481	chr19	-	10208270	10240748	10210384	10240604	26	10208270,10210598,10211707,10212145,10212441,10214058,10214759,10215016,10215741,10216060,10216419,10216617,10217419,10218147,10218463,10219037,10219521,10219794,10221177,10223116,10223316,10224371,10225448,10228652,10229019,10240558,	10210465,10210673,10211813,10212220,10212529,10214310,10214927,10215105,10215810,10216149,10216492,10216778,10217529,10218259,10218664,10219128,10219632,10219871,10221373,10223240,10223567,10224651,10225510,10228916,10229107,10240748,	0	Myrf	cmpl	cmpl	0,0,2,2,1,1,1,2,2,0,2,0,1,0,0,2,2,0,2,1,2,1,2,2,1,0,
126	NM_001331139	chr19	+	55741809	55933655	55742341	55931857	13	55741809,55742775,55743072,55817763,55908422,55910578,55912558,55917353,55918884,55919510,55923895,55925976,55931433,	55742530,55742842,55743197,55817865,55908555,55910681,55912645,55917479,55919044,55919618,55923944,55926049,55933655,	0	Tcf7l2	cmpl	cmpl	0,0,1,0,0,1,2,2,2,0,0,1,2,
126	NM_001331138	chr19	+	55741809	55933655	55742341	55931857	15	55741809,55742775,55743072,55755013,55817763,55908422,55910578,55912558,55917353,55918884,55919510,55923895,55924529,55925976,55931433,	55742530,55742842,55743197,55755082,55817865,55908555,55910669,55912645,55917479,55919044,55919618,55923944,55924580,55926049,55933655,	0	Tcf7l2	cmpl	cmpl	0,0,1,0,0,0,1,2,2,2,0,0,1,1,2,
652	NM_001013019	chr19	+	8850767	8853909	8851659	8852379	2	8850767,8851654,	8851112,8853909,	0	Lrrn4cl	cmpl	cmpl	-1,0,
894	NM_026260	chr19	-	40596445	40612231	40597311	40612144	14	40596445,40602804,40605305,40605702,40606225,40607277,40607625,40608219,40608691,40608901,40609201,40611293,40611650,40611924,	40597542,40602942,40605459,40605797,40606333,40607403,40607706,40608255,40608807,40609010,40609332,40611412,40611774,40612231,	0	Tctn3	cmpl	cmpl	0,0,2,0,0,0,0,0,1,0,1,2,1,0,
620	NM_023131	chr19	-	4622594	4625645	4623006	4625617	8	4622594,4623500,4623825,4624013,4624684,4625012,4625192,4625432,	4623242,4623563,4623897,4624181,4624763,4625096,4625295,4625645,	0	Rce1	cmpl	cmpl	1,1,1,1,0,0,2,0,
107	NR_152130	chr19	-	35835220	35924578	35924578	35924578	5	35835220,35841273,35842363,35923486,35924369,	35836613,35841329,35842421,35923547,35924578,	0	A830019P07Rik	unk	unk	-1,-1,-1,-1,-1,
628	NM_011379	chr19	-	5651184	5663707	5651415	5660980	17	5651184,5651635,5651905,5652044,5652260,5652454,5652654,5653998,5654546,5655257,5655687,5656153,5659333,5659595,5660313,5662587,5663603,	5651562,5651714,5651960,5652146,5652369,5652566,5652873,5654273,5655156,5655415,5655791,5656328,5659510,5659723,5661111,5662841,5663707,	0	Sipa1	cmpl	cmpl	0,2,1,1,0,2,2,0,2,0,1,0,0,1,0,-1,-1,
668	NM_009962	chr19	+	10937159	10942511	10940120	10941269	3	10937159,10938965,10940060,	10937261,10939056,10942511,	0	Ptgdr2	cmpl	cmpl	-1,-1,0,
672	NM_001164202	chr19	+	11492037	11512577	11502207	11511851	5	11492037,11502158,11504798,11508290,11511581,	11492135,11502279,11504855,11508392,11512577,	0	Gm8369	cmpl	cmpl	-1,0,0,0,0,
651	NM_025791	chr19	+	8770995	8772475	8771008	8772340	2	8770995,8772047,	8771315,8772475,	0	Tmem223	cmpl	cmpl	0,1,
101	NM_001362131	chr19	-	29609875	29648415	29612514	29648355	15	29609875,29612768,29615722,29616516,29617817,29623068,29623640,29626846,29628603,29631342,29632390,29637290,29639856,29645966,29648035,	29612682,29612932,29615838,29616719,29617970,29623259,29623815,29627067,29628816,29631435,29632537,29637396,29639984,29646268,29648415,	0	Ermp1	cmpl	cmpl	0,1,2,0,0,1,0,1,1,1,1,0,1,2,0,
626	NM_009985	chr19	-	5465042	5468507	5465340	5468483	10	5465042,5465529,5465804,5466019,5466230,5466388,5466580,5467022,5467837,5468402,	5465451,5465730,5465869,5466145,5466311,5466485,5466735,5467136,5467922,5468507,	0	Ctsw	cmpl	cmpl	0,0,1,1,1,0,1,1,0,0,
633	NR_168058	chr19	-	6355532	6363710	6363710	6363710	3	6355532,6360659,6363606,	6355840,6360781,6363710,	0	Gm14966	unk	unk	-1,-1,-1,
928	NM_011976	chr19	+	44989343	45003395	44992514	45001997	15	44989343,44992137,44992733,44993119,44996468,44996679,44996919,44997291,44997528,44997963,44998231,44998670,44998877,44999178,45001167,	44989357,44992638,44992882,44993182,44996567,44996773,44997033,44997455,44997698,44998108,44998454,44998786,44999038,44999240,45003395,	0	Sema4g	cmpl	cmpl	-1,0,1,0,0,0,1,1,0,2,0,1,0,2,1,
652	NM_001160356	chr19	-	8880013	8880933	8880466	8880825	2	8880013,8880705,	8880616,8880933,	0	Uqcc3	cmpl	cmpl	0,0,
840	NM_001323386	chr19	-	33499048	33517770	33499143	33517770	9	33499048,33500065,33501553,33503153,33511512,33512568,33514159,33515608,33517671,	33499389,33500137,33501625,33503297,33511649,33512678,33514358,33515726,33517770,	0	Lipo4	cmpl	cmpl	0,0,0,0,1,2,1,0,0,
631	NM_028454	chr19	-	6062820	6067850	6062912	6067720	10	6062820,6063323,6063526,6063821,6064078,6066310,6066498,6066967,6067122,6067668,	6063073,6063446,6063607,6063990,6064198,6066414,6066693,6067022,6067319,6067850,	0	Tm7sf2	cmpl	cmpl	1,1,1,0,0,1,1,0,1,0,
79	NM_001378919	chr19	+	7056790	7198062	7056890	7197950	10	7056790,7065464,7066086,7185575,7196413,7196788,7197004,7197150,7197531,7197912,	7057182,7065566,7066203,7185605,7196530,7196910,7197035,7197224,7197613,7198062,	0	Macrod1	cmpl	cmpl	0,1,1,1,1,1,0,1,0,1,
638	NM_001378920	chr19	+	7056790	7068505	7056890	7067811	4	7056790,7065464,7066086,7067500,	7057182,7065566,7066203,7068505,	0	Macrod1	cmpl	cmpl	0,1,1,1,
667	NM_001378918	chr19	-	10857832	10869779	10858107	10869626	11	10857832,10859563,10860123,10861529,10863222,10863464,10863954,10865255,10866468,10866929,10869538,	10859151,10859755,10860397,10861732,10863366,10863663,10864104,10865587,10866687,10867144,10869779,	0	Tmem132a	cmpl	cmpl	0,0,2,0,0,2,2,0,0,1,0,
934	NM_145704	chr19	-	45792345	45816063	45793669	45815803	8	45792345,45794000,45794198,45794479,45794739,45794977,45795579,45815730,	45793717,45794063,45794303,45794587,45794810,45795047,45795704,45816063,	0	Kcnip2	cmpl	cmpl	0,0,0,0,1,0,1,0,
934	NM_145703	chr19	-	45792345	45816063	45793669	45815803	10	45792345,45794000,45794198,45794479,45794739,45794977,45795579,45796278,45797090,45815730,	45793717,45794063,45794303,45794587,45794810,45795047,45795704,45796332,45797186,45816063,	0	Kcnip2	cmpl	cmpl	0,0,0,0,1,0,1,1,1,0,
920	NM_030703	chr19	-	43956307	43986520	43956492	43986288	9	43956307,43959985,43963730,43966174,43968452,43970001,43973932,43980802,43986065,	43956636,43960104,43963830,43966314,43968564,43970184,43974088,43980999,43986520,	0	Cpn1	cmpl	cmpl	0,1,0,1,0,0,0,1,0,
687	NM_207132	chr19	+	13445013	13445958	13445013	13445958	1	13445013,	13445958,	0	Olfr1471	cmpl	cmpl	0,
98	NM_011416	chr19	+	26605159	26778321	26619719	26777370	33	26605159,26619683,26623880,26630669,26640387,26647020,26648983,26651548,26654340,26664050,26668752,26669113,26671083,26672698,26676633,26678315,26679073,26681870,26683808,26691344,26692180,26696175,26698345,26706067,26710457,26716114,26720728,26751823,26770937,26771507,26774172,26776100,26777334,	26605233,26619944,26624010,26631131,26640649,26647147,26649157,26651722,26654511,26664104,26668883,26669171,26671184,26672846,26676797,26678382,26679184,26682113,26683922,26691452,26692267,26696222,26698512,26706231,26710685,26716192,26720947,26752041,26771043,26771609,26774305,26776243,26778321,	0	Smarca2	cmpl	cmpl	-1,0,0,1,1,2,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,1,0,
124	NM_007790	chr19	+	53600395	53645831	53600539	53644778	29	53600395,53601482,53613814,53615105,53618068,53618466,53618770,53620588,53621730,53622603,53623051,53623466,53624948,53627850,53628052,53628666,53629243,53631486,53633958,53635670,53636380,53638697,53639326,53640761,53641097,53641524,53641860,53643843,53644706,	53600554,53601558,53613853,53615173,53618140,53618546,53618849,53620706,53621906,53622684,53623216,53623588,53625162,53627954,53628152,53628827,53629385,53631637,53634111,53635822,53636539,53638805,53639435,53641009,53641310,53641716,53642038,53643950,53645831,	0	Smc3	cmpl	cmpl	0,0,1,1,0,0,2,0,1,0,0,0,2,0,2,0,2,0,1,1,0,0,0,1,0,0,0,1,0,
637	NM_001358444	chr19	-	6906696	6910106	6907069	6909617	6	6906696,6907065,6907241,6907541,6907981,6909458,	6906951,6907120,6907280,6907673,6908116,6910106,	0	Prdx5	cmpl	cmpl	-1,0,0,0,0,0,
741	NR_045778	chr19	-	20534526	20552330	20552330	20552330	3	20534526,20538876,20552186,	20537228,20538947,20552330,	0	C730002L08Rik	unk	unk	-1,-1,-1,
92	NM_028953	chr19	-	20783457	20954202	20785093	20940908	21	20783457,20789584,20789791,20795515,20798999,20804598,20816109,20823977,20824274,20826505,20827652,20832350,20856674,20859004,20868340,20870397,20900785,20906859,20913502,20940904,20954143,	20785116,20789636,20789870,20795641,20799239,20804666,20816238,20824148,20824454,20826700,20827797,20832493,20856773,20859111,20868422,20870488,20900914,20907022,20913550,20941012,20954202,	0	Tmc1	cmpl	cmpl	1,0,2,2,2,0,0,0,0,0,2,0,0,1,0,2,2,1,1,0,-1,
76	NM_001167887	chr19	+	3767420	3818303	3786464	3815589	12	3767420,3768021,3786388,3793067,3796639,3802074,3802787,3804394,3804813,3804916,3807224,3814114,	3767730,3768340,3786627,3793215,3796708,3802240,3802897,3804561,3804833,3805053,3807421,3818303,	0	Kmt5b	cmpl	cmpl	-1,-1,0,1,2,2,0,2,1,0,2,1,
78	NM_001361922	chr19	-	5758426	5771419	5758571	5771330	17	5758426,5758799,5758939,5759270,5759664,5759980,5760532,5760712,5761652,5764668,5765309,5766157,5769468,5769720,5770202,5770722,5771219,	5758696,5758860,5759146,5759339,5759804,5760145,5760608,5760901,5761808,5764782,5765417,5766316,5769624,5769811,5770552,5770863,5771419,	0	Scyl1	cmpl	cmpl	1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,
911	NM_001346703	chr19	-	42755189	42779978	42755633	42778238	20	42755189,42756257,42757792,42759705,42760363,42760509,42761011,42762095,42762392,42763794,42765912,42766129,42766685,42767117,42769605,42770753,42771116,42778121,42778553,42779737,	42755796,42756340,42757906,42759850,42760429,42760644,42761073,42762275,42762560,42763844,42765982,42766216,42766833,42767278,42769714,42770896,42771254,42778283,42778646,42779978,	0	Hps1	cmpl	cmpl	2,0,0,2,2,2,0,0,0,1,0,0,2,0,2,0,0,0,-1,-1,
1016	NM_018831	chr19	-	56529160	56548222	56529501	56547150	10	56529160,56531216,56537127,56538296,56540181,56541504,56542632,56544014,56546636,56548186,	56529662,56531358,56537282,56538442,56540322,56541623,56542766,56545646,56547703,56548222,	0	Dclre1a	cmpl	cmpl	1,0,1,2,2,0,1,1,0,-1,
818	NM_010051	chr19	-	30545884	30549496	30547184	30549379	4	30545884,30547562,30548777,30549133,	30547438,30547712,30548946,30549496,	0	Dkk1	cmpl	cmpl	1,1,0,0,
936	NM_001374665	chr19	+	46131896	46135312	46132232	46134802	4	46131896,46133123,46134000,46134374,	46132267,46133255,46134152,46135312,	0	Elovl3	cmpl	cmpl	0,2,2,1,
902	NR_106166	chr19	+	41588650	41588789	41588789	41588789	1	41588650,	41588789,	0	Mir8091	unk	unk	-1,
919	NM_001306088	chr19	-	43846814	43879768	43848092	43875018	14	43846814,43849775,43852223,43854132,43854796,43856501,43866588,43867526,43868804,43869588,43870161,43874157,43874826,43879612,	43848278,43850326,43852422,43854312,43855129,43856630,43866693,43867657,43869004,43869606,43870309,43874257,43875020,43879768,	0	Dnmbp	cmpl	cmpl	0,1,0,0,0,0,0,1,2,2,1,0,0,-1,
934	NM_030716	chr19	-	45792345	45816063	45793669	45815803	9	45792345,45794000,45794198,45794479,45794739,45794977,45795579,45797090,45815730,	45793717,45794063,45794303,45794587,45794810,45795047,45795704,45797186,45816063,	0	Kcnip2	cmpl	cmpl	0,0,0,0,1,0,1,1,0,
669	NM_027058	chr19	-	11096815	11130878	11096936	11116466	7	11096815,11101803,11105676,11110307,11112315,11116406,11130485,	11097067,11101924,11105796,11110361,11112459,11116516,11130878,	0	Ms4a20	cmpl	cmpl	1,0,0,0,0,0,-1,
83	NR_045317	chr19	+	11196816	11299884	11299884	11299884	3	11196816,11292639,11299185,	11196964,11292812,11299884,	0	4930526L06Rik	unk	unk	-1,-1,-1,
666	NR_045316	chr19	-	10645693	10648053	10648053	10648053	3	10645693,10646833,10647935,	10645955,10647045,10648053,	0	4930524O05Rik	unk	unk	-1,-1,-1,
100	NM_009199	chr19	+	28835134	28913960	28835241	28911900	12	28835134,28879012,28892834,28894453,28896083,28897506,28901441,28902685,28904611,28905332,28909430,28911653,	28835332,28879153,28892927,28894568,28896126,28897602,28901626,28902793,28904734,28905527,28909565,28913960,	0	Slc1a1	cmpl	cmpl	0,1,1,1,2,0,0,2,2,2,2,2,
661	NM_001378859	chr19	+	10018250	10035456	10018348	10034539	11	10018250,10026529,10027383,10027559,10028284,10029473,10030149,10030368,10032352,10033743,10034456,	10018359,10026785,10027479,10027637,10028503,10029620,10030278,10030481,10032452,10033810,10035456,	0	Rab3il1	cmpl	cmpl	0,2,0,0,0,0,0,0,2,0,1,
947	NM_175360	chr19	-	47501032	47537119	47501559	47536349	10	47501032,47507805,47510334,47513810,47516090,47517026,47524686,47528636,47536195,47536813,	47501717,47507878,47510457,47513982,47516214,47517194,47524755,47528732,47536371,47537119,	0	Stn1	cmpl	cmpl	1,0,0,2,1,1,1,1,0,-1,
130	NR_026942	chr19	+	60144674	60162591	60162591	60162591	5	60144674,60151528,60152709,60160107,60161060,	60144835,60151598,60152844,60160280,60162591,	0	E330013P04Rik	unk	unk	-1,-1,-1,-1,-1,
661	NR_153790	chr19	+	10018193	10038380	10038380	10038380	11	10018193,10026529,10027383,10027559,10028284,10030149,10030368,10032352,10033743,10034456,10038057,	10018359,10026785,10027479,10027637,10028503,10030278,10030481,10032452,10033810,10035082,10038380,	0	Rab3il1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
626	NR_153769	chr19	-	5482560	5488379	5488379	5488379	15	5482560,5483107,5483454,5483929,5484112,5484858,5485038,5485257,5485487,5486028,5486279,5486486,5487024,5487761,5487987,	5483029,5483221,5483665,5484025,5484229,5484956,5485160,5485353,5485625,5486114,5486348,5486588,5487107,5487891,5488379,	0	Mus81	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
938	NM_001164293	chr19	-	46329811	46338660	46330687	46332691	9	46329811,46330919,46331051,46331289,46331545,46331756,46331912,46332617,46338568,	46330834,46330980,46331113,46331466,46331640,46331818,46332056,46332701,46338660,	0	Cuedc2	cmpl	cmpl	0,2,0,0,1,2,2,0,-1,
623	NM_007854	chr19	+	5024005	5031972	5024248	5031113	12	5024005,5024510,5026027,5026357,5027024,5027342,5027679,5028840,5029211,5029408,5030287,5031001,	5024277,5024592,5026188,5026497,5027159,5027440,5027764,5028971,5029320,5029494,5030490,5031972,	0	Slc29a2	cmpl	cmpl	0,2,0,2,1,1,0,1,0,1,0,2,
